ID (TextGridURI),Texts concerned,Commenté en note scientifique dans textGrid / présence de liens Gallica en note scientifique,Checked Alexandra (avant rédaction des notices descriptives),,IDNO,Map of Paris : extract place ; if yes,,Map of Europe and other countries : put an x in the column to exclude the entry from the map,UNIDENTIFIED Put an x if the place is unknown, leave.it.blank if it is known,PlaceName hist FR,PlaceName hist DE,PlaceName current FR,PlaceName current DE,Type,State FR,State DE,Function FR,Function DE,Artist,Date construction destruction FR,Date construction destruction DE,Location geo,"Description (FR)<p></p>
",Description (DE) <p></p>,Description (DE) - Angela Göbel <p></p> OLD Column,,"Description requise [BC]
","Notes d’Hanna Hartmann [AH], Axelle Janiak [AJ] et Cyril Pasquier [CP], Helmut Larhkamp pour Corfey [HL]

AP : EN bleu : garder les informations pour le champ Description ? ","Description requise [BC]
",Bibliographie
textgrid:3q19g,Knesebeck,,OK ,,https://www.wikidata.org/wiki/Q551479,,,,opéra,Oper,Bruxelles, théâtre royal de la Monnaie,Brüssel, Théâtre royal de la Monnaie,public,conservé,erhalten,,,<Bezzi, Paolo (https://viaf.org/viaf/96170800)>; <Bezzi, Pietro (https://viaf.org/viaf/241162281)>,1695 : début des travaux ; 1700 : fin des travaux ; 1819, 1856 : reconstruction,1695: Baubeginn; 1700: Bauende; 1819, 1856: Wiederaufbau,, 4.35389,,,
textgrid:3pg2k,Corfey, Knesebeck,,,"Full line checked [AG]

AP géoloc corrigée ; Angela : on ne met pas le nom en allemand ? Schloss o Palast von Coudenberg
Ag: non ce n'est pas traduit
BC : artistes non trouvés",https://www.wikidata.org/wiki/Q1131821,,,,palais des ducs de Brabant,Hof van Brussel,Bruxelles, palais du Coudenberg,Brüssel, Paleis op de Koudenberg,domestic,détruit,zerstört,,,,à partir du <smc>XII</smc><sup>e</sup> siècle : construction ; 1452-1460, <smc>XVI</smc><sup>e</sup> siècle : modifications ; 1731 : incendie,ab 12. Jh.: Errichtung; 1452-1460, 16. Jh.: Umbauphasen; 1731: Brand,50.842657,,,,,
textgrid:3r31p,Knesebeck,,OK,,,,,x,,,Bruxelles, chemin pavé de Coudenberg,Brüssel, Koudenbergischer Steinweg,infrastructure,,,,,,,,,,,<p>nicht identifiziert (Knesebeck,,,,,
textgrid:3pg2f,Corfey,,OK,,https://www.wikidata.org/wiki/Q1892311,,,,Parc royal,Königlicher Park,Bruxelles, parc de,Brüssel, Warandepark,garden,conservé,erhalten,,,,<smc>XI</smc><sup>e</sup> siècle : utilisé comme territoire de chasse ; <smc>XV</smc><sup>e</sup> siècle : création du parc ; 1775 : réaménagement,ab 11. Jh: Nutzung als Jagdgebiet; 15. Jh.: Entstehung des Parks; 1775: Umgestaltung,50.8446, 4.3637,,,,,,,
textgrid:3q19p,Knesebeck,,OK,,https://www.wikidata.org/wiki/Q16670306,,,,,,Bruxelles, place du Béguinage,Brüssel, Beginenhof,infrastructure,conservé,erhalten,,Platz,,,,50.852454, 4.350043,,,,,,,
textgrid:3r31m,Knesebeck,,OK ,,,,,x,,,Bruxelles, hospice,Brüssel, „Gasthaus“,public,,,,,,,,,,,<p>nicht identifiziert (Knesebeck,,,,,
textgrid:3q19m,Knesebeck,,OK,,,,,x,,,Bruxelles, rue des Anges,Brüssel, Engelstraße,infrastructure,,,,,,,,,,,<p>nicht identifiziert (Knesebeck,,,,,
textgrid:3r31n,Knesebeck,,OK,,,,,x,,,Bruxelles, maison ressemblant à un petit hôtel (rue des Anges),Brüssel, „Haus wie ein klein Hôtel“ (Engelstraße),domestic,,,,,,,,,,,<p>nicht identifiziert (Knesebeck,,,,,
textgrid:3q1b0,Knesebeck,,OK,,,,,x,,,Bruxelles, rue de l’Hospice,Brüssel, Gasthausstraße,infrastructure,,,,,,,,,,,<p>nicht identifiziert (Knesebeck,,,,,
textgrid:3q19x,Knesebeck,,OK ,,https://www.wikidata.org/wiki/Q85075869,,,,De Hof straet,De Hof straet ,Bruxelles, Riddersstraat (rue des Chevaliers),Brüssel, Riddersstraat,infrastructure,conservé,erhalten,,,,,,50.836246, 4.359656,,,,,,,
textgrid:3q19r,Knesebeck,,OK,,https://www.wikidata.org/wiki/Q3452310,,,,Wolvengracht,Wolvengracht,Bruxelles, Wolvengracht (rue du Fossé-aux-Loups),Brüssel, Wolvengracht,infrastructure,conservé,erhalten,,,,,,50.850217, 4.354686,,,,,,,
textgrid:3r31h,Knesebeck,,OK,,https://www.wikidata.org/wiki/Q719255,,,,,,Bruxelles, fortifications,Brüssel, Stadtbefestigung,military,partiellement détruit,teilweise zerstört,,,,<smc>XIII</smc><sup>e</sup> siècle : construction ; <smc>XVI</smc><sup>e</sup> siècle, <smc>XVII</smc><sup>e</sup> siècle, <smc>XVIII</smc><sup>e</sup> siècle : destructions partielles,13. Jh.: Errichtung; 16. Jh., 17. Jh., 18. Jh.: teilweise zerstört,, 4.345,,,
textgrid:3pfx9,Sturm,,OK,,http://vocab.getty.edu/page/tgn/7024097,,,,,,Flandres,Flandern,geographic,,,,,,,,51.0000, 4.5000,,,,,,,,,
textgrid:3pfxb,Corfey, Knesebeck, Sturm,,OK,Full line checked [AG],,,,,,,Gand,Gent,geographic,,,,,,,,51.0500, 3.71667,,,,,,,
textgrid:3pfxc,Corfey, Sturm,,,Full line checked [AG],https://www.wikidata.org/wiki/Q1170767,,,,,,Gand, abbaye Saint-Pierre, église,Gent, Abtei St.-Peter, Kirche,religious,conservé,erhalten,,,<Huyssens, Pieter (https://viaf.org/viaf/20759740)>,<smc>VII</smc><sup>e</sup> siècle : construction ; <smc>XVI</smc><sup>e</sup> siècle : destruction ; à partir de 1629 : reconstruction ; vers 1770 : modifications,7. Jh.: Errichtung; 16. Jh.: Zerstörung; ab 1629: Wiederaufbau; um 1770: Umbauphase,, 3.726656,,,
textgrid:3pfxd,Corfey, Knesebeck, Sturm,,OK,Full line checked [AG],,,,,,,Gand, hôtel de ville,Gent, Rathaus,public,conservé,erhalten,,,<Keldermans, Rombout (https://viaf.org/viaf/95838376)>,1518 : début des travaux ; 1539 : fin des travaux,1518: Baubeginn; 1539: Bauende,51.054506,,,,,
textgrid:3qkps,Corfey, Knesebeck,,,Full line checked [AG],https://www.wikidata.org/wiki/Q2762897,,,,,,Gand, Vrijdagmarkt (place du Marché du Vendredi) ,Gent, Vrijdagmarkt,infrastructure,conservé,erhalten,,,,<smc>XIII</smc><sup>e</sup> siècle : fondation,13. Jh.: Gründung,51.057173, 3.726126,,,,,,
textgrid:3qkp0,Corfey,,OK,,https://www.wikidata.org/wiki/Q1829869,,,,Koornaard ,Koornaard ,Gand, Korenmarkt (place du Marché aux grains),Gent, Korenmarkt,infrastructure,conservé,erhalten,,,,X<sup>e</sup>-<smc>XI</smc><sup>e</sup> siècle : fondation,10.-11. Jh.: Gründung,51.054680, 3.721975,,,,,,,
textgrid:3pg2p,Corfey,,OK,,https://www.wikidata.org/wiki/Q1604760,,,,Cour des princes aux Walles,Hof zum Walle,Gand, Prinsenhof (Cour des princes),Gent, Prinzenhof,domestic,conservé,erhalten,,,,<smc>XIV</smc><sup>e</sup> siècle : construction ; à partir du <smc>XVII</smc><sup>e</sup> siecle : délabrement progressif,14. Jh.: Errichtung; ab 17. Jh.: langsamer Verfall,51.059454, 3.715612,,,,,"Au 17e siècle, la résidence tombe en ruines et est finalement vendue. À la fin du 18e siècle, le Prinsenhof subit le même sort que le Château des Comtes : on érige sur ses ruines une raffinerie de sucre et une savonnerie ; plus tard encore, une filature de coton à la vapeur.
Du Prinsenhof n’en reste plus aujourd’hui que la «Donkere Poort» (Porte sombre), ainsi baptisée au 19e siècle car elle était souillée par les usines. > https://visit.gent.be/fr/voir-et-faire/prinsenhof",,
textgrid:3pg2q,Corfey,,OK,,https://www.wikidata.org/wiki/Q1344880,,,,Onthoofdingsbrug ,Onthoofdingsbrug ,Gand, Hoofdbrug (pont de la Décapitation),Gent, Hoofdbrug (Enthauptungsbrücke),infrastructure,détruit,zerstört,,,,avant 1297 : construction,vor 1297: Errichtung,51.056462, 3.720138,<p>Le pont de la Décapitation à Gand est associé à une légende locale mais également au lieu où se déroulaient les exécutions dans la cité jusqu’au <smc>XVI</smc><sup>e</sup> siècle. Un groupe de statues en métal y était présent jusqu’à la fin du <smc>XVIII</smc><sup>e</sup> siècle. Les reconstructions successives du pont dans le courant du <smc>XIX</smc><sup>e</sup> siècle ont fait disparaître cette sculpture. Elle est figurée sur des gravures du <smc>XVII</smc><sup>e</sup> siècle (voir notamment Antonius Sanderus, <i>Flandria Illustrata</i>,, sumptibus Cornelii ab Egmondt,1641, p. 149 : <a>bibliotheque-numerique.inha.fr/idviewer/12455/178</a>).</p>,<p>Der Name „Kopfbrücke“ („hooft brugge“) von Gent erklärt sich durch eine örtliche Legende
textgrid:3r32n,Sturm,,OK,,,,,x,,,Gand, un pont très arqué à une seule arche,Gent, „eine hoch gewölbte Brücke von einem Bogen“,infrastructure,,,,,,,,,,,<p>nicht identifiziert (Knesebeck,,,,,
textgrid:3r32m,Sturm,,OK,,,,,x,,,Gand, église en pierres de taille,Gent, „Kirche aus Quadersteinen“,religious,,,,,,,,,,,<p>nicht identifiziert (Knesebeck,,,,,
textgrid:3pfxf,Pitlzer, Sturm,,,Full line checked [AG],http://vocab.getty.edu/page/tgn/7007945,,,,,,Liège,Lüttich,geographic,,,,,,,,50.63373, 5.56749,,,,,,,,
textgrid:3r320,Knesebeck,,OK ,,http://vocab.getty.edu/page/tgn/7007961,,,,,,Mons,Bergen,geographic,,,,,,,,50.454944, 3.951972,,,,,,,,,
textgrid:3q1b7,Knesebeck,,OK,,https://www.wikidata.org/wiki/Q83407,,,,,,Mons, fortifications,Bergen, Stadtbefestigung,military,détruit,zerstört,,,,à partir de 1290 : construction ; après 1792 : destruction,ab 1290: Errichtung; nach 1792: Zerstörung,50.458434, 3.958750,,,,,,,
textgrid:3pg2r,Corfey,,OK,,http://vocab.getty.edu/page/tgn/7007965,,,,,,Nieuport,Nieuwpoort,geographic,,,,,,,,51.13008, 2.75135,,,,,,,,,
textgrid:3pg2c,Corfey,,OK,,http://vocab.getty.edu/page/tgn/7008817,,,,,,Vilvorde,Vilvoorde,geographic,,,,,,,,50.92814, 4.42938,,,,,,,,,
textgrid:3pg2b,Corfey,,OK,,http://vocab.getty.edu/page/tgn/1026814,,,,,,Willebroek,Willebroek,geographic,,,,,,,,51.06041, 4.36019,,,,,,,,,
textgrid:3pfxg,Corfey, Harrach, Sturm,,OK,Full line checked [AG],,,x,,,,Pologne,Polen,geographic,,,,,,,,52.0000, 20.0000,,,,,,,
textgrid:3ph2c,Harrach,,OK,,http://vocab.getty.edu/page/tgn/1000090,,,,,,Portugal,Portugal,geographic,,,,,,,,39.6945, -8.13057,,,,,,,,,
textgrid:3pfxh,Pitzler,,OK,,http://vocab.getty.edu/page/tgn/7024413,,,,,,Savoie,Savoyen,geographic,,,,,,,,45.46805, 6.48547,,,,,,,,,
textgrid:3pg0v,Sturm,,OK,,http://vocab.getty.edu/page/tgn/7006464,,,,,,Prague,Prag,geographic,,,,,,,,50.08804, 14.42076,,,,,,,,,
textgrid:3ph1v,Harrach, Corfey,,,Full line checked [AG],http://vocab.getty.edu/page/tgn/7006278,,x,,,,Hongrie,Ungarn,geographic,,,,,,,,47.0000, 20.0000,,,,,,,,
textgrid:3qkpq,Corfey,,OK,,http://vocab.getty.edu/page/tgn/7001371,,,,,,Jérusalem,Jerusalem,geographic,,,,,,,,31.76904, 35.21633,,,,,,,,,
textgrid:3qkpp,Corfey,,OK,,https://www.wikidata.org/wiki/Q187702,,,,,,Jérusalem, église du Saint-Sépulcre,Jerusalem, Grabeskirche,religious,conservé,erhalten,église; sépulture,Kirche; Grabstätte,,vers 325 : construction ; 335 : dédicace ; 1017-1047 : modifications,um 325: Errichtung; 335: Kirchweihe; 1017-1047: Umbauphase,31.77847, 35.22979,,,,,,,
textgrid:3q1ct,Sturm,,OK ,,https://www.wikidata.org/wiki/Q223644,,,,,,Jérusalem, temple de Salomon,Jerusalem, Salomonischer Tempel,religious,détruit,zerstört,,,,vers 586 avant J.-C. : destruction,um 586 v. Chr.: Zerstörung,31.77801, 35.23595,,,,,,,
textgrid:3pfxm,Harrach,,OK,,http://vocab.getty.edu/page/tgn/1000070,,,,,,France,Frankreich,geographic,,,,,,,,46.0000, 2.0000,,,,,,,,,
textgrid:3pfxn,Corfey,,OK,,http://vocab.getty.edu/page/tgn/7010587,,,,,,Abbeville,Abbeville,geographic,,,,,,,,50.10521, 1.83547,,,,,,,,,
textgrid:3ph8d,Corfey,,OK,,http://vocab.getty.edu/page/tgn/7008816,,,,,,Agde,Agde,geographic,,,,,,,,43.31083, 3.47583,,,,,,,,,
textgrid:3q0mm,Corfey,,OK,,http://vocab.getty.edu/page/tgn/7008189,,,,,,Agen,Agen,geographic,,,,,,,,44.19991, 0.62664,,,,,,,,,
textgrid:3q0mn,Corfey,,OK ,,,,,x,,,Agen, église des Augustins,Agen, Église des Augustins,religious,,,,,,,,,,,<p>nicht identifiziert (Corfey,,,,,
textgrid:3q0mp,Corfey,,OK ,,,,,x,,,Agen, église Saint-Macaire,Agen, Église Saint-Macaire,religious,,,,,,,,,,,<p>nicht identifiziert (Corfey,,,,,
textgrid:3q0mq,Corfey,,OK,,https://www.wikidata.org/wiki/Q392459,,,,,,Agenais,Agenais,geographic,,,,,,,,44.203056, 0.618611,,,,,,,,,
textgrid:3pg37,Corfey,,OK,,http://vocab.getty.edu/page/tgn/7668190,,,,,,Aigrefeuille-sur-Maine,Aigrefeuille-sur-Maine,geographic,,,,,,,,47.07888, -1.40254,,,,,,,,,
textgrid:3pg1d,Corfey,,OK,,http://vocab.getty.edu/page/tgn/1031715,,,,,,Airaines,Airaines,geographic,,,,,,,,49.96826, 1.94266,,,,,,,,,
textgrid:3pfxp,Corfey, Pitzler,,,Full line checked [AG],http://vocab.getty.edu/page/tgn/7010786,,,,,,Aix-en-Provence,Aix-en-Provence,geographic,,,,,,,,43.5283, 5.44973,,,,,,,,
textgrid:3q0mr,Corfey,,OK,,,,,x,,,Aix-en-Provence, cabinet de M. Faber,Aix-en-Provence, Cabinet de M. Faber,domestic,,,,,,,,,,,<p>nicht identifiziert (Corfey,,,,,
textgrid:3q0ms,Corfey,,OK,,https://www.wikidata.org/wiki/Q1326970,,,,,,Aix-en-Provence, hôtel de ville,Aix-en-Provence, Hôtel de ville,public,conservé,erhalten,,,<Pavillon, Pierre (https://viaf.org/viaf/50320538)>,1655 : début des travaux ; 1671 : fin des travaux,1655: Baubeginn; 1671: Bauende,43.529991, 5.447631,,,,,,
textgrid:3pfxq,Corfey, Knesebeck, Sturm,,OK,Full line checked [AG],,,,,,,Amiens,Amiens,geographic,,,,,,,,49.9000, 2.3000,,,,,,,
textgrid:3pfxr,Knesebeck, Sturm,,,Full line checked [AG],https://www.wikidata.org/wiki/Q106934,,,,,,Amiens, cathédrale Notre-Dame,Amiens, Cathédrale Notre-Dame,religious,conservé,erhalten,,,<Luzarches, Robert de (https://viaf.org/viaf/95890630)>; <et al.>,1137 : construction ; 1218 : incendie ; 1220 : reconstruction ; 1269 : fin des travaux ; 1288, 1290-1375,1402, 1490-1519 : modifications ; 1528 : incendie ; 1529-1533 : reconstruction ; 1628 : modifications,, 1290-1375,1402, 1490-1519: Umbauphasen; 1528: Brand; 1529-1533: Wiederaufbau; 1628: Umbauphase,49.89455
textgrid:3ph3g,Corfey,,OK,,http://vocab.getty.edu/page/tgn/7008480,,,,,,Angers,Angers,geographic,,,,,,,,47.47381, -0.54774,,,,,,,,,
textgrid:3ph3f,Corfey,,OK,,https://www.wikidata.org/wiki/Q1191209,,,,,,Angers, cathédrale Saint-Maurice,Angers, Cathédrale Saint-Maurice,religious,conservé,erhalten,,,<L’Espine, Jean de (https://viaf.org/viaf/91144648395483092021)>; <et al.>,<smc>XI</smc><sup>e</sup> siècle : construction ; 1032 : incendie; <smc>XII</smc><sup>e</sup>-<smc>XVI</smc><sup>e</sup> siècle : modifications,11. Jh.: Errichtung; 1032: Brand; 12. Jh.-16. Jh.: Umbauphasen,47.47044, -0.55495,,,,,,
textgrid:3ph3h,Corfey,,OK ,,,,,x,,,Angers, pont d’,Angers, Brücke,infrastructure,détruit,zerstört,,,,,,,,,<p>nicht identifiziert (Corfey,,,,,
textgrid:3q1dd,Corfey,,OK ,,,,,x,,,Angers, pyramide triangulaire sur l’ancien pont,Angers, „dreyeckige pyramide“ auf der Brücke,monuments,,,,,,,,,,,<p>nicht identifiziert (Corfey,,,,,
textgrid:3ph3c,Corfey,,,,,,,,,,Angers, collégiale Saint-Julien, cimetière,Angers, Collégiale Saint-Julien, Friedhof,religious,,,,,,,,,,,,,,
textgrid:3ph3d,Corfey,,OK,,https://www.wikidata.org/wiki/Q3001658,,,,couvent des Augustins,Couvent des Augustins,Angers, couvent des Frères mineurs dits des Frères sacs,Angers, Couvent des Frères Mineurs, genannt der Frères Sacs,religious,conservé,erhalten,,,,1263 : fondation ; vers 1270 : construction ; 1468 : restauration et reconstruction ; 1480,1535, 1634 : modifications,1263: Gründung; um 1270: Errichtung; 1468: Restaurierung und Wiederaufbau; 1480, 1535; 1634: Umbauphasen,, -0.562649,,,
textgrid:3ph3b,Corfey,,OK,,https://www.wikidata.org/wiki/Q1048155,,,,,,Angers, château d’,Angers, Schloss von,domestic,conservé,erhalten,,,,1230 : construction ; 1360-1450, 1592 : modifications,1230: Errichtung; 1360-1450, 1592: Umbauphasen,47.470065, -0.560005,,,,,
textgrid:3rc21,Corfey,,OK ,,https://www.wikidata.org/wiki/Q3580757,,,,,,Angers, église Notre-Dame-des-Victoires,Angers, Église Notre-Dame-des-Victoires,religious,conservé,erhalten,,,,<smc>XVII</smc><sup>e</sup> siècle : construction ; 1898 : reconstruction complète,17. Jh.: Errichtung; 1898: vollständiger Wiederaufbau,47.473088, -0.548173,,,,,,,
textgrid:3ph38,Corfey,,OK  ,,http://vocab.getty.edu/page/tgn/7017069,,,,,,Anjou,Anjou,geographic,,,,,,,,47.333000, -0.500000,,,,,,,,,
textgrid:3pfxs,Corfey, Pitzler,,,Full line checked [AG],http://vocab.getty.edu/page/tgn/7012323,,,,,,Antibes,Antibes,geographic,,,,,,,,43.58579, 7.10831,,,,,,,,
textgrid:3pfxt,Corfey, Pitzler,,,Full line checked [AG],https://www.wikidata.org/wiki/Q88397,,,,,,Antibes, fort Carré,Antibes, Fort Carré,military,conservé,erhalten,forteresse,Festung,<Renaud de Saint-Rémy, Jean de (https://www.wikidata.org/wiki/Q3175657)>,<smc>XVI</smc><sup>e</sup> siècle : construction ; <smc>XVII</smc><sup>e</sup> siècle : modifications,16. Jh.: Errichtung; 17. Jh.: Umbauphase,43.59111, 7.12707,,,,,
textgrid:3q0nk,Corfey,,OK,,http://vocab.getty.edu/page/tgn/1010442,,,,,,Antibes, cap d’,Antibes, Cap d’,geographic,,,,,,,,43.54382, 7.12996,,,,,,,
textgrid:3qkrb,Pitzler,,OK,,https://www.wikidata.org/wiki/Q3398409,,,,,,Antibes, port,Antibes, Hafen,infrastructure,conservé,erhalten,,,<Vauban, Sebastian Le Prestre, marquis de (psn:textgrid:3pgfh)>,<smc>XVI</smc><sup>e</sup> siècle : construction ; 1648, 1680 : modifications,16. Jh.: Errichtung; 1648, 1680: Umbauphasen,, 7.127216,,,
textgrid:3q0mt,Corfey,,OK,,http://vocab.getty.edu/page/tgn/7008019,,,,,,Argenteuil,Argenteuil,geographic,,,,,,,,48.94788, 2.24744,,,,,,,,,
textgrid:3q0mv,Corfey,,OK,,https://www.wikidata.org/wiki/Q22442779,,,,,,Argenteuil, basilique Saint-Denys,Argenteuil, Basilique Saint-Denys,religious,conservé,erhalten,,,,<smc>XV</smc><sup>e</sup> siècle : construction ; 1862-1865 : reconstruction,15. Jh.: Errichtung; 1862-1865: Wiederaufbau,48.942462, 2.246492,,,,,,,
textgrid:3q0mw,Corfey,,OK,,http://vocab.getty.edu/page/tgn/7008775,,,,,,Arles,Arles,geographic,,,,,,,,43.67681, 4.63031,,,,,,,,,
textgrid:3q0mx,Corfey,,OK,,https://www.wikidata.org/wiki/Q181189,,,,,,Arles, arènes,Arles, Amphitheater,public,conservé,erhalten,,,,<smc>I</smc><sup>er</sup> siècle : construction,1. Jh.: Errichtung,43.67792, 4.6309,,,,,,,
textgrid:3q1df,Corfey,,OK ,,https://www.wikidata.org/wiki/Q972128,,,,,,Arles, théâtre antique,Arles, römisches Theater,public,conservé,erhalten,,,,vers 15 avant J.-C. : début des travaux ; vers 12 avant J.-C. : fin des travaux,um 15 v. Chr.: Baubeginn; um 12 v. Chr.: Bauende,43.676663, 4.629837,,,,,,,
textgrid:3q1f9,Corfey,,OK,,,,,,,,Arles, couvent des Sœurs de la Miséricorde,Arles, Couvent des sœurs de la Miséricorde,religious,,,,,,,,43.676847, 4.629357,,,,,,,
textgrid:3q0mz,Corfey,,OK,,,,,,,,Arles, colonne milliaire devant l’église des Jésuites,Arles, Meilenstein vor der Église des Jésuites,monuments,conservé,erhalten,,,,<smc>II</smc><sup>e</sup> siècle : construction,2. Jh.: Errichtung,,,,,,,,,
textgrid:3q0n0,Corfey,,Ok,,,,,,,,Arles, église des Jésuites,Arles, Église des Jésuites,religious,conservé,erhalten,,,,1654 : construction,1654: Errichtung,43.676988, 4.626589,,,,,,,
textgrid:3q0n1,Corfey,,OK ,,,,,,,,Arles, église des Minimes,Arles, Église des Minimes,religious,,,,,,première moitié du <smc>XVII</smc><sup>e</sup> siècle : installation dans l’église Saint-Honorat ; 1784 : ouverture d’un premier musée public d’antiquités sur le site ; 1792 : dissolution,erste Hälfe des 17. Jh.s: Einrichtung in der Kirche Saint-Honorat; 1784: Eröffnung eines ersten öffentlichen Museums der Altertümer; 1792: Auflösung,,,,<p>nicht identifiziert (Corfey,, 167)</p>,,,
textgrid:3q0n2,Corfey,,OK ,,https://www.wikidata.org/wiki/Q3146114,,,,,,Arles, hôtel de ville,Arles, Hôtel de ville,public,conservé,erhalten,,,<Hardouin-Mansart, Jules (psn:textgrid:3pg9f)>; <Peytret, Jacques (https://viaf.org/viaf/79202043)>,1673 : début des travaux ; 1676 : fin des travaux,1673: Baubeginn; 1676: Bauende,43.676827, 4.627574,,"<p>Die Baugeschichte des Hôtel de ville von Arles war ab Mitte des 17. Jh.s zunächst von zahlreichen, unvollendet gebliebenen Ideen und Projektänderungen gekennzeichnet, die bereits Gegenstand lebhafter Polemik in der Stadt waren. Erst 1673 kam Jules Hardouin-Mansart, der Erste Architekt des Königs, nach Arles, um die Leitung der Baustelle zu übernehmen: Er legte endgültig Grund- und Aufrisse des öffentlichen Gebäudes fest und tat sich mit Jacques Peytret aus Arles zusammen, der die Bauleitung vor Ort übernahm und auch einen Teil des skulpturalen Dekors ausführte. Mehrere Details der Hauptfassade beziehen sich auf die Schlossfassaden von Versailles und Clagny, an denen Jules Hardouin-Mansart in diesen Jahren intensiv zu arbeiten begann. Mit der Errichtung des berühmten Obelisken vor dem Rathaus konnten die Arbeiten 1676 abgeschlossen werden: Das Monument unterstrich den Herrschaftsanspruch Ludwigs XIV. über die Stadt.</p>
<p>Julien, Pascal: „Hôtel de Ville. Arles.“ In: Gady, Alexandre (Hrsg.): Jules Hardouin-Mansart (1646-1708). Paris, Éd. de la Maison des sciences de l’homme, 2010. S. 481-488.</p>
","<p>Die Baugeschichte des Hôtel de ville von Arles war im dritten Viertel des 17. Jh.s von zahlreichen Zögerungen und unvollendeten Projekten gekennzeichnet, die mit nach und nach eine lebende Polemik in der Stadt nährten. Erst 1673 kam der Hofarchitekt, Jules Hardouin-Mansart, nach Arles um die Baustelle zu leiten und Grundrisse und endgültige Baupläne des öffentlichen Gebäudes vorzulegen. Er assozierte den arlesischen Künstler Jacques Peytret für die Leitung der Baustelle und für die Anfertigung eines Teils des skulptierten Dekors. Mehrere Details der Hauptfassade referenzieren in direkter Weise an die des Schlosses von Versailles und von Clagny, für die Jules Hardouin-Mansart gearbeitet hat. Die Arbeiten endeten 1676 mit der Errichtung des berühmten Obelisks, der ebenfalls die Präsenz von Ludwig XIV. in der arlesischen Stadt kennzeichnen sollte.</p>
<p>Julien, Pascal: ""Hôtel de Ville. Arles."" In: Gady, Alexandre (Hrsg.): Jules Hardouin-Mansart (1646-1708). Paris, Maison des sciences de l’homme, 2010. S. 481-488.</p>",x,
textgrid:3q0n3,Corfey,,OK,,https://www.wikidata.org/wiki/Q22986068,,,,,,Arles, Hôtel-Dieu,Arles, Hôtel-Dieu,religious,détruit,zerstört,hôpital,Krankenhaus,,,,43.675898, 4.625840,,,,,,,
textgrid:3q0n4,Corfey,,OK,,https://www.wikidata.org/wiki/Q3523849,,,,,,Arles, thermes de Constantin,Arles, Thermes de Constantin,domestic,conservé,erhalten,bains romains,römische Bäder,,<smc>IV</smc><sup>e</sup> siècle : construction,4. Jh.: Errichtung,43.678931, 4.626947,,,,,,,
textgrid:3q0n5,Corfey,,OK ,,https://www.wikidata.org/wiki/Q44218,,,,,,Arles, obélisque,Arles, Obélisque,monuments,conservé,erhalten,,,<Peytret, Jacques (https://viaf.org/viaf/79202043)>; <Dieu, Jean de (https://viaf.org/viaf/28018885)> ,<smc>IV</smc><sup>e</sup> siècle : réalisation ; 1676 : érection ; 1677 : ajout du couronnement ; 1866 : transformation en fontaine,4. Jh.: Herstellung; 1676: Errichtung; 1677: Bekrönung; 1866: Umbau zu einem Brunnen,43.676439, 4.627713,,,,,
textgrid:3q0pz,Corfey,,OK ,,https://www.wikidata.org/wiki/Q3539308,,,,,,Arles, quartier de Trinquetaille,Arles, Quartier de Trinquetaille,geographic,,,,,,<smc>XII</smc><sup>e</sup> siècle : construction ; <smc>XVII</smc><sup>e</sup> siècle : transformation de l’île en quartier,12. Jh.: Baubeginn des Dorfes; 17. Jh.: Transformation der Insel in ein Stadtviertel,43.68146, 4.62168,,,,,,,
textgrid:3q1dx,Corfey,,OK,,http://vocab.getty.edu/page/tgn/1031860,,,,,,Arques-la-Bataille,Arques-la-Bataille,geographic,,,,,,,,49.88122, 1.12875,,,,,,,,,
textgrid:3pfxv,Knesebeck, Sturm,,,Full line checked [AG],http://vocab.getty.edu/page/tgn/7008468,,,,,,Arras,Arras,geographic,,,,,,,,50.29301, 2.78186,,,,,,,,
textgrid:3q1h1,Knesebeck,,OK ,,https://www.wikidata.org/wiki/Q19753128,,,,,,Arras, fortifications,Arras, Stadtbefestigung,military,conservé,erhalten,,,,<smc>IX</smc><sup>e</sup> siècle : construction,9. Jh.: Errichtung,50.287956, 2.767975,,,,,,,
textgrid:3q1h0,Knesebeck,,OK ,,https://www.wikidata.org/wiki/Q206234,,,,,,Arras, citadelle,Arras, Zitadelle,military,détruit,zerstört,,,<Vauban, Sebastian le Prestre, Marquis de (psn:textgrid:3pgfh)>,1668 : début des travaux ; 1670 : fin des travaux ; 1680-1682, 1775 : modifications,1668: Baubeginn; 1670: Bauende; 1680-1682, 1775: Umbauphasen,, 2.760005,,,
textgrid:3q0n6,Corfey,,OK,,http://vocab.getty.edu/page/tgn/7008665,,,,,,Artenay,Artenay,geographic,,,,,,,,48.08246, 1.88098,,,,,,,,,
textgrid:3q0n7,Corfey,,OK,,http://vocab.getty.edu/page/tgn/1031921,,,,,,Auriol,Auriol,geographic,,,,,,,,43.37161, 5.6341,,,,,,,,,
textgrid:3pfxx,Pitzler,,OK,,http://vocab.getty.edu/page/tgn/7013341,,,,,,Auxerre,Auxerre,geographic,,,,,,,,47.7996, 3.57033,,,,,,,,,
textgrid:3pfxz,Corfey, Pitzler,,,Full line checked [AG],http://vocab.getty.edu/page/tgn/7008799,,,,,,Avignon,Avignon,geographic,,,,,,,,43.94834, 4.80892,,,,,,,,
